0.0114,-10.3353,0.0114,-10.3353
0.0114,-10.3353,-0.5792,-10.4092
0.0360,-33.6391,0.0852,-34.0082
0.0852,-10.9259,0.0114,-10.3353
0.0852,-34.0082,0.0852,-34.0082
0.0852,-34.0082,-0.4316,-34.0820
0.0852,-41.5628,-1.6619,-41.7843
0.1344,-41.7351,0.1098,-41.5382
-0.1855,-10.0154,-0.2101,-9.8924
-0.1855,-9.8924,-0.1609,-9.8924
-0.1855,-9.8924,-0.1855,-9.8924
-0.1855,-9.8924,-0.5054,-9.9416
-0.2101,-10.0154,-0.1855,-10.0154
-0.2101,-9.8924,-0.1855,-9.8924
-0.2593,-10.0400,-0.2101,-9.9662
-0.3085,-10.0400,-0.2101,-9.9170
-0.3085,-7.3085,5.2775,-6.5949
-0.3331,-10.0400,-0.2347,-9.8924
-0.3331,-9.9170,-0.3085,-9.9170
-0.3823,-10.0400,-0.2839,-9.8924
0.4051,-41.4398,0.4051,-41.4398
0.4051,-41.4398,0.6512,-43.2608
0.4051,-41.4398,0.9957,-41.3659
-0.4069,-29.3327,-0.4069,-29.3327
-0.4069,-29.3327,-0.4316,-29.2834
0.4297,-41.5136,0.1098,-41.5382
-0.4316,-10.0646,-0.3085,-9.9170
-0.4316,-29.2834,-0.5054,-29.3081
-0.4316,-29.3819,-0.4069,-29.3327
-0.4316,-34.0820,-0.4808,-33.7129
0.4543,-41.6859,0.1344,-41.7351
-0.4562,-10.0400,-0.3577,-9.9170
-0.4562,-10.0646,-0.1855,-10.0154
-0.4562,-6.6687,-0.5300,-6.0535
-0.4562,-9.9908,-0.4069,-9.9170
0.4789,-42.0304,0.4051,-41.4398
-0.4808,-29.5541,-5.8453,-30.2678
-0.4808,-33.7129,0.0360,-33.6391
-0.4808,-9.9416,-0.4562,-10.0646
-0.4808,-9.9416,-0.4562,-9.9170
-0.4808,-9.9416,-3.3599,-10.3107
-0.5054,-10.9997,0.0852,-10.9259
-0.5054,-29.3081,-0.5054,-29.3573
-0.5054,-29.3081,-0.5300,-29.3081
-0.5054,-29.3573,-0.4316,-29.3819
-0.5054,-29.3573,-0.5054,-29.3081
-0.5054,-5.6352,-0.3085,-7.3085
-0.5054,-9.9416,-0.4808,-9.9416
-0.5300,-29.3081,-0.5300,-29.3081
-0.5300,-29.3081,-0.5300,-29.3573
-0.5300,-29.3573,-0.5054,-29.3573
-0.5300,-6.0535,-0.5300,-6.0535
-0.5300,-6.0535,-1.1452,-6.1520
-0.5546,-29.1112,-0.4808,-29.5541
-0.5792,-10.4092,-0.5054,-10.9997
0.6512,-43.2608,2.6691,-43.0147
0.6758,-7.8253,0.6512,-7.7269
0.7988,-7.7023,5.7450,-7.0625
0.8235,-7.8007,0.6758,-7.8253
0.8235,-7.8007,0.7988,-7.7023
0.9219,-9.7447,-0.2101,-9.8924
0.9219,-9.7447,0.8973,-9.6463
0.9957,-41.3659,0.4051,-41.4398
0.9957,-41.3659,1.0941,-41.9565
10.0022,-47.9609,9.8546,-48.6991
10.0268,-8.5636,9.8300,-7.0625
-10.0779,-43.2362,-9.9548,-43.2115
-10.2009,-16.3643,-9.5611,-21.3105
-10.2009,-42.3995,-10.0779,-43.2362
10.2729,24.4603,-7.8385,25.8630
-10.2747,-21.0644,-10.2747,-21.0644
-10.2747,-21.0644,-10.3239,-20.5230
-10.2993,-21.0890,-9.7580,-21.0152
-10.3239,-20.5230,-9.9548,-20.4738
-10.3486,-20.6461,-10.2993,-21.0890
-10.3732,-16.3889,-10.2009,-16.3643
-10.3978,-17.2009,-10.7669,-17.2502
-10.4470,-14.5679,-10.5946,-14.5925
-10.4470,-16.6842,-10.3978,-17.2009
1.0449,-9.6217,0.8973,-9.6463
-1.0467,-6.7426,-0.4562,-6.6687
-1.0467,-7.4070,-1.2682,-5.7336
10.4944,-8.4897,10.0268,-8.5636
10.4944,-8.4897,12.9306,-8.1698
10.4944,-8.6128,7.8367,-8.9573
-10.5208,-44.6388,-10.5208,-44.7618
10.5436,-8.9573,10.4944,-8.4897
-10.5946,-13.4851,-10.4470,-14.5679
-10.5946,-14.5925,-10.7177,-13.7312
-10.5946,-44.0728,-10.5946,-44.1959
-10.5946,-44.1959,-11.4559,-44.3189
10.6420,-8.6374,12.7829,-8.3421
10.6912,-8.9327,10.6420,-8.6374
-10.6931,-12.5993,-11.0130,-10.2615
1.0695,-9.7447,1.0449,-9.6217
-1.0714,-25.0263,-1.0714,-25.0263
-1.0714,-25.0263,-1.6127,-25.1001
10.7159,1.2796,11.8478,1.4273
-10.7177,-13.7312,-14.9010,-14.2726
10.7405,1.1320,10.7159,1.2796
10.7405,1.1320,11.8724,1.2796
-10.7423,-13.5098,-10.5946,-13.4851
-10.7423,-13.5098,-10.7177,-13.6082
-10.7669,-17.2502,-10.7669,-17.2502
-10.7669,-17.2502,-10.8407,-16.7088
-10.7669,-49.9049,-10.8407,-49.3881
-10.8161,-50.0772,-10.8899,-49.4374
-10.8407,-16.7088,-10.4470,-16.6842
-10.8407,-49.3881,-11.7266,-49.4866
-10.8407,-49.8803,-11.6282,-49.9787
-10.8653,-12.6239,-10.6931,-12.5993
-10.8899,-49.4374,-10.8407,-49.8803
-10.8899,-49.4374,-11.6774,-49.5358
1.0941,-41.9565,0.4789,-42.0304
-11.0130,-12.3286,-11.4067,-12.3778
-11.0376,-11.1474,-10.8653,-12.6239
-11.0622,-11.0243,-11.1606,-10.2861
-11.0868,-11.8118,-11.0130,-12.3286
-11.1360,-9.2526,0.6512,-7.7269
-11.1360,-9.3756,-11.1360,-9.2526
-11.1606,-10.2861,-11.0130,-10.2615
-1.1206,-24.6572,-1.0714,-25.0263
-11.2837,-9.2772,-11.2837,-9.3756
-11.2837,-9.3756,-11.1360,-9.3756
-11.3821,-44.7618,-10.5208,-44.6388
-11.4067,-12.3778,-11.4067,-12.3778
-11.4067,-12.3778,-11.4559,-11.8610
-11.4067,-46.8781,-11.6528,-44.9095
1.1434,-42.4487,0.9957,-41.3659
1.1434,-42.4487,1.1434,-42.4487
-1.1452,-6.1520,-1.0467,-6.7426
-11.4559,-11.8610,-11.0868,-11.8118
-11.4559,-44.3189,-11.3821,-44.7618
-11.5051,-44.6880,-12.3172,-44.7865
-11.5543,-44.2451,-11.5051,-44.6880
-11.6036,-46.9027,-11.4067,-46.8781
-11.6282,-49.9787,-11.6282,-49.9787
-11.6282,-49.9787,-11.6774,-49.5358
-11.6528,-44.9095,-10.5208,-44.7618
-11.6528,-49.8803,-12.1203,-49.9295
-11.6774,-49.5358,-10.8899,-49.4374
-11.6774,-49.5358,-11.6528,-49.8803
-11.6774,-50.1756,-10.8161,-50.0772
-11.7020,-49.7080,-12.1941,-49.7819
-11.7266,-43.1623,-11.8004,-42.6210
11.7740,-1.0089,11.8970,-1.8948
-11.8004,-42.6210,-9.9548,-42.3749
11.8478,-0.9105,11.9709,-1.8702
11.8478,1.4273,11.8724,1.2796
-11.8989,-44.7372,-11.6036,-46.9027
-11.9481,-44.2451,-10.5946,-44.0728
-11.9481,-44.2943,-11.9481,-44.2451
-12.0711,-50.2494,-11.6774,-50.1756
-12.0711,-50.2494,-12.0711,-50.2494
-12.0957,-40.1848,-12.9078,-40.3078
-12.0957,-43.2115,-11.7266,-43.1623
-12.1203,-49.9295,-12.0711,-50.2494
-12.1203,-50.1510,-12.7109,-50.2248
-12.1449,-49.7819,-12.1203,-49.9295
-12.1695,-39.7418,-12.0957,-40.1848
-12.1941,-42.4979,-12.0957,-43.2115
-12.1941,-42.4979,-9.9794,-42.2272
-12.3172,-44.7865,-12.3172,-44.7865
-12.3172,-44.7865,-12.3664,-44.3435
-12.3664,-44.3435,-11.5543,-44.2451
-12.4156,-32.9746,-13.2031,-33.0977
-12.5879,-30.7599,-12.2926,-32.9746
-1.2682,-5.7336,-0.5054,-5.6352
-12.6863,-30.7845,-12.4156,-32.9746
-12.6863,-35.7553,-12.6863,-35.7553
-12.6863,-35.7553,-12.7601,-35.2386
-12.6863,-35.7553,-13.0800,-35.8046
-12.6863,-50.3232,-12.6863,-50.3232
-12.6863,-50.3232,-13.2031,-50.3971
-12.7355,-50.0279,-12.6863,-50.3232
-12.7601,-35.2386,-13.1293,-35.2632
-12.7601,-49.8557,-12.7355,-50.0279
12.7829,-8.3421,12.8321,-8.6620
-12.8832,-34.1558,-12.9078,-34.1558
-12.8832,-34.1558,-13.6952,-34.2789
-12.9078,-34.1558,-12.6863,-35.7553
-12.9078,-40.3078,-12.9078,-40.3078
-12.9078,-40.3078,-12.9570,-39.8403
12.9306,-8.1698,12.9798,-8.6374
-12.9570,-33.7129,-12.8832,-34.1558
-12.9570,-39.8403,-12.1695,-39.7418
-12.9570,-49.8803,-13.1539,-49.9049
-13.0800,-35.8046,-12.6863,-35.7553
-13.0800,-35.8046,-13.0800,-35.8046
-13.0800,-35.8046,-13.2769,-34.2050
-13.1293,-33.7375,-13.1785,-33.2453
-13.1293,-35.2632,-13.0800,-35.8046
-13.1293,-50.0772,-12.7355,-50.0279
-13.1539,-49.9049,-13.1293,-50.0772
13.1766,1.5995,13.2013,1.4519
-13.1785,-33.2453,-7.9616,-32.5563
13.2013,1.4519,14.0871,1.5749
-13.2031,-33.0977,-13.4492,-31.2767
-13.2031,-50.3971,-13.2277,-50.2248
-13.2277,-50.2248,-13.2523,-50.0772
-13.2523,-50.0772,-13.1293,-50.0772
-13.2769,-31.2767,-13.3507,-30.7353
-13.2769,-31.2767,-13.6460,-31.3259
-13.2769,-34.2050,-13.6952,-34.2789
-13.3261,-30.8584,-12.6863,-30.7845
-13.3261,-33.7621,-13.6706,-31.2275
-13.3507,-30.7353,-13.2769,-31.2767
-13.3507,-30.7353,-13.9905,-30.8337
-13.3753,-13.9527,-10.7177,-13.6082
13.3981,-13.5590,13.7672,-13.5098
13.4719,-14.0757,13.3981,-13.5590
13.4719,-14.0757,13.4719,-14.0757
-13.4984,-13.9773,-14.9256,-14.1496
-13.6460,-31.3259,-13.2769,-31.2767
-13.6460,-31.3259,-13.6460,-31.3259
-13.6460,-31.3259,-13.7198,-30.7845
-13.6706,-31.2275,-14.3843,-31.3013
-13.6952,-11.4919,-11.0376,-11.1474
-13.6952,-11.4919,-13.3753,-13.9527
-13.6952,-31.0552,-13.6460,-31.3259
-13.6952,-34.2789,-13.6952,-34.2789
-13.6952,-34.2789,-13.7444,-33.8113
-13.7198,-30.7845,-13.3507,-30.7353
-13.7444,-33.8113,-12.9570,-33.7129
13.7672,-13.5098,13.8411,-14.0265
13.7672,3.8389,13.9887,2.0179
13.8165,3.9127,7.0247,3.0268
-13.8183,-11.5165,-13.4984,-13.9773
-13.8183,-30.7599,-8.4291,-30.0709
13.8411,-14.0265,13.4719,-14.0757
-13.9167,-25.1739,-14.0151,-24.4849
13.9641,2.0179,14.0133,1.7226
-13.9659,-25.1493,-13.9659,-25.1493
-13.9659,-25.1493,-14.0397,-24.5587
13.9887,2.0179,13.9641,2.0179
-13.9905,-30.7845,-13.9659,-30.7845
-13.9905,-30.8337,-14.7042,-25.2477
14.0133,1.7226,13.1766,1.5995
-14.0151,-24.4849,-15.0733,-24.6325
14.0379,1.9686,14.0625,1.9686
14.0379,1.9686,14.1117,1.3534
-14.0397,-24.5587,-14.0397,-24.5587
-14.0397,-24.5587,-14.6303,-24.6325
-14.0397,-24.5587,-15.2455,-24.7064
14.0625,1.9686,13.8165,3.9127
14.1117,1.3534,14.0379,1.9686
14.1117,1.3534,14.1117,1.3534
14.1117,1.3534,14.7269,1.4273
14.1364,1.3534,14.1117,1.3534
-14.1382,-28.3730,-13.8183,-30.7599
-14.1382,-28.3730,-8.7490,-27.6839
-14.1628,-28.2253,-14.5319,-25.2724
-14.1628,-28.2253,-8.9213,-27.5363
14.2102,4.4048,14.5055,2.0179
-14.3843,-31.3013,-14.4089,-31.1536
-14.4089,-31.1536,-13.6952,-31.0552
-14.4335,-30.8337,-14.4089,-31.1536
14.4563,-1.3534,14.5055,-1.3534
14.4563,-1.3534,14.5301,-1.9932
14.4809,-1.5503,14.4563,-1.3534
14.5055,-1.3534,14.1364,1.3534
14.5055,-1.7964,9.0179,-2.5100
14.5055,2.0179,14.6531,2.0425
14.5055,-49.6588,14.6531,-48.9206
-14.5073,-30.3908,-14.4335,-30.8337
14.5301,-1.9932,14.5055,-1.7964
14.5301,-1.9932,14.5301,-1.9932
14.5301,-1.9932,15.1945,-1.9194
-14.5319,-25.2724,-13.9167,-25.1739
-14.5565,-25.2231,-13.9659,-25.1493
14.5793,-1.9932,14.5301,-1.9932
14.5793,-22.5409,14.9484,-22.4917
14.6039,1.4273,14.9484,-1.2796
14.6285,-23.0576,14.5793,-22.5409
14.6285,-23.0576,14.6285,-23.0576
-14.6303,-24.6325,-14.5565,-25.2231
14.6531,2.0425,14.0379,1.9686
14.6531,2.0425,14.7269,1.4273
14.6531,-48.9206,10.0022,-47.9609
14.6531,-48.9206,14.6531,-48.9206
-14.7042,-25.2477,-13.9659,-25.1493
14.7269,1.4273,14.6039,1.4273
14.7269,1.4273,14.6531,2.0425
14.8008,-4.0603,14.8008,-4.0603
14.8008,-4.0603,14.8500,-4.0603
14.8008,-4.0603,15.3914,-3.9865
14.8254,-4.2079,8.5750,-5.0200
14.8500,-4.0603,14.5793,-1.9932
14.8746,-4.6509,14.8008,-4.0603
-14.8764,-17.9392,-14.9748,-17.1271
-14.9010,-14.2726,-14.9256,-14.1496
-14.9010,-17.8654,-14.9995,-17.1763
-14.9010,-17.8654,-16.1068,-18.0376
14.9238,-4.6509,14.8746,-4.6509
14.9484,-1.2796,15.0961,-1.2550
14.9484,-22.4917,14.9976,-23.0084
-14.9748,-17.1271,-15.5900,-17.2009
14.9976,-23.0084,14.6285,-23.0576
-14.9995,-17.1763,-14.9010,-17.8654
-14.9995,-17.1763,-15.5900,-17.2502
15.0222,-1.9440,15.2929,-4.0111
-15.0733,-24.6818,-15.4916,-21.5319
15.0961,-1.2550,14.4563,-1.3534
15.0961,-1.2550,15.1945,-1.9194
-15.1471,-21.5566,-15.1963,-21.2859
15.1945,-1.9194,15.0222,-1.9440
15.1945,-1.9194,15.0961,-1.2550
-15.1963,-21.2859,-10.3486,-20.6461
-15.1963,-21.4827,-15.2701,-20.9906
-15.2209,-21.1136,-15.2455,-20.9167
-15.2455,-20.9167,-15.5654,-20.9660
-15.2455,-24.7064,-14.5073,-30.3908
-15.2455,-24.7064,-15.6639,-21.6058
-15.2701,-20.9906,-15.7131,-21.0398
15.2929,-4.0111,15.3914,-3.9865
15.3421,-27.1179,15.3914,-27.4132
15.3668,-4.6017,15.7851,-7.6531
15.3914,-27.4132,7.5414,-28.4468
15.3914,-3.9865,15.4652,-4.5771
15.4160,-8.3175,14.9238,-4.6509
15.4652,-4.5771,14.8746,-4.6509
15.4652,-4.5771,15.3668,-4.6017
-15.4670,-13.0422,-15.4670,-13.0422
-15.4670,-13.0422,-15.5654,-12.2794
-15.4670,-13.0422,-16.2791,-13.1406
-15.4670,-21.5812,-15.1471,-21.5566
-15.5162,-17.9392,-14.9010,-17.8654
-15.5162,-17.9392,-15.5162,-17.9392
-15.5654,-12.2794,-15.4670,-13.0422
-15.5654,-12.2794,-16.3037,-12.3532
-15.5654,-20.9660,-15.9346,-18.0130
-15.5900,-17.2009,-15.9592,-14.4202
-15.5900,-17.2502,-15.5162,-17.9392
-15.6393,-11.5657,-15.6393,-11.6395
-15.6393,-11.6395,-11.0622,-11.0243
-15.6393,-11.7626,-13.8183,-11.5165
-15.6393,-11.7626,-15.5654,-12.2794
-15.6393,-21.5566,-15.1963,-21.4827
